1	1	1	1	5	右	0	1	5	左	1.5					
1	2	1	17	3	随机	0	1	7	随机	2								
1	3	1	1	8	随机	0	20	1	左	0	20	1	右	4				
1	4	1	1	7	随机	0	9	1	左	0								
1	5	1	1	6	随机	1	17	4	随机	0								
1	6	1	1	5	左	0	1	6	右	1	4	2	随机	1				
1	7	1	1	4	随机	4	17	4	随机	0	1	6	右	0				
1	8	1	1	5	左	0	1	6	右	0								
1	9	1	1	8	随机	0	17	5	随机	0	20	1	右	2				
1	10	1	1	8	随机	0	17	5	随机	0	9	2	随机	1				
1	11	1	1	10	随机	0	2	4	随机	0								
1	12	1	1	5	右	0	1	6	左	2	4	2	随机	0				
1	13	1	2	5	随机	0	17	5	随机	0	1	4	随机	0				
1	14	1	2	4	随机	0	10	1	随机	2	1	9	随机	0				
1	15	1	1	10	随机	0	17	5	随机	0								
1	16	1	2	3	右	0	17	5	随机	0	2	3	左	2	1	5	随机	0
1	17	1	1	11	随机	0	17	5	随机	0	20	1	右	3				
1	18	1	1	11	随机	0	2	5	随机	0								
1	19	1	1	10	随机	0	2	3	左	0	2	3	右	0				
1	20	1	2	6	随机	0	17	6	随机	0	1	5	随机	1				
1	21	1	1	6	左	0	10	1	左	0	1	6	右	3	17	4	随机	0
1	22	1	1	10	随机	0	2	7	随机	0	4	4	随机	1				
1	23	1	2	6	随机	0	17	5	随机	0	1	6	随机	2				
1	24	1	1	6	左	0	2	6	随机	2	1	6	右	2				
1	25	1	1	10	随机	0	17	5	随机	0	2	3	随机	1				
1	26	1	2	6	随机	0	17	6	随机	0	10	1	随机	2	1	6	随机	0
1	27	1	1	11	随机	0	2	8	随机	0	20	1	右	2	20	1	左	3
1	28	1	1	8	随机	0	2	6	随机	0	17	6	随机	0				
1	29	1	1	9	随机	0	17	5	随机	0	2	6	随机	0				
1	30	1	2	8	随机	2	17	10	随机	0	10	1	左	2	10	1	右	0
2	1	1	1	5	右	0	16	2	左	2	1	5	左	1				
2	2	1	17	2	随机	0	1	4	右	2	1	5	左	2	16	2	随机	2
2	3	1	1	5	左	0	1	6	右	2	9	1	随机	1				
2	4	1	17	4	随机	0	16	2	随机	2	1	6	随机	0	2	2	随机	1
2	5	1	1	7	随机	1	16	3	随机	2	2	4	随机	1				
2	6	1	1	5	左	0	1	6	右	1	9	1	左	2	9	1	右	2
2	7	1	1	8	随机	0	2	4	随机	0	17	3	随机	2				
2	8	1	1	10	随机	0	17	4	随机	0	4	1	左	3	4	1	右	3
2	9	1	1	10	随机	0	17	4	随机	0	16	2	随机	1				
2	10	1	11	1	随机	5	16	3	随机	0	1	8	随机	0	17	3	随机	2
2	11	1	1	10	随机	0	4	2	随机	0	16	4	随机	1				
2	12	1	1	10	随机	0	15	1	随机	2	2	6	随机	1				
2	13	1	1	10	随机	0	17	4	随机	0	16	3	随机	1				
2	14	1	3	1	左	0	1	10	随机	1	2	6	随机	0	3	1	右	3
2	15	1	1	10	随机	0	4	3	随机	2	2	5	随机	1				
2	16	1	15	2	随机	4	1	10	随机	0	4	3	随机	2	9	1	右	2
2	17	1	1	10	随机	0	17	5	随机	0	16	3	随机	2				
2	18	1	1	10	随机	0	9	1	随机	0	2	6	随机 	2				
2	19	1	1	11	随机	0	4	1	左	0	4	1	右	0	16	3	随机	0
2	20	1	1	10	随机	0	17	5	随机	0	15	2	随机 	2				
2	21	1	1	8	随机	0	11	1	左	0	10	1	右	3	16	5	随机	0
2	22	1	1	10	随机	0	15	3	随机	0	2	5	随机	2				
2	23	1	3	2	随机	0	17	5	随机	0	1	10	随机	2				
2	24	1	1	9	左	0	9	1	随机	0	15	2	随机	2	17	4	随机	2
2	25	1	1	10	随机	0	16	3	随机	2	4	4	随机	3				
2	26	1	1	8	随机	0	2	6	随机	0	9	1	随机	0	4	2	随机	1
2	27	1	1	10	随机	0	3	2	随机	2	16	5	随机	3				
2	28	1	1	10	随机	0	4	4	随机	2	15	3	随机	0				
2	29	1	1	10	随机	0	17	4	随机	0	4	2	随机	0	16	3	随机	2
2	30	1	2	6	随机	2	16	4	随机	0	11	1	随机	2	16	4	随机	5
2	31	1	1	10	右	0	16	4	左	2	9	1	左	2.5	3	2	右	2
2	32	1	1	10	左	0	2	6	右	2	4	4	随机	2				
2	33	1	1	8	随机	0	3	2	随机	2	17	5	随机	1	15	2	随机	1
2	34	1	17	5	随机	1	16	3	随机	2	2	8	随机	0	9	1	随机	2
2	35	1	1	10	随机	1	17	6	随机	0	3	2	随机	2	4	2	随机	2
2	36	1	1	9	随机	0	2	5	随机	2	4	3	随机	1	16	3	随机	2
2	37	1	1	8	随机	2	16	3	随机	0	2	6	随机	0	17	4	随机	1
2	38	1	1	10	随机	1	2	6	随机	0	4	3	随机	1	15	2	随机	1
2	39	1	1	10	随机	0	17	5	随机	0	16	3	随机	2	9	1	随机	1
2	40	1	1	10	随机	0	3	2	随机	0	4	3	随机	1	2	6	随机	2
2	41	1	1	10	随机	0	17	5	随机	0	16	4	随机	1				
2	42	1	1	10	随机	0	15	3	随机	2	2	6	随机	1				
2	43	1	9	1	随机	0	17	4	随机	0	16	4	随机	1	2	8	随机	1
2	44	1	3	2	随机	0	11	1	随机	1	1	8	随机	0	2	6	随机	1
2	45	1	1	9	随机	0	16	3	随机	2	2	6	随机	1	4	2	随机	2
2	46	1	15	3	随机	0	1	10	随机	0	3	2	左	2	9	1	右	2
2	47	1	1	10	随机	0	17	5	随机	0	16	3	随机	2	4	2	随机	2
2	48	1	1	10	随机	0	9	2	随机	2	15	3	随机 	2	4	4	随机	3
2	49	1	2	10	随机	0	4	2	左	2	4	2	右	2	3	3	随机	3
2	50	1	11	1	右	5	4	4	随机	0	11	1	左	4	3	2	随机	1
3	1	1	1	5	右	0	20	1	随机	2	1	6	左	2.5				
3	2	1	1	6	随机	0	2	3	随机	2	3	2	随机	3	16	2	随机	3
3	3	1	1	5	左	0	1	4	右	2	17	3	随机	1	16	2	随机	3
3	4	1	16	3	随机	0	17	4	随机	2	1	6	随机	0	4	2	随机	2
3	5	1	1	7	随机	1	17	4	随机	0	9	1	随机	1	2	4	随机	2
3	6	1	1	6	左	0	1	6	右	1	5	2	随机	2				
3	7	1	1	10	随机	3	20	1	随机	0	9	1	右	0	20	1	随机	3
3	8	1	1	8	随机	0	2	6	随机	4	4	2	随机	1	3	1	随机	3
3	9	1	1	8	随机	0	17	5	随机	0	16	3	随机	1	19	1	随机	3
3	10	1	1	10	随机	0	9	1	左	3	9	1	右	2	4	4	随机	2
3	11	1	1	10	随机	0	3	2	随机	0	16	3	随机	1	19	1	随机	3
3	12	1	1	5	右	0	15	2	随机	2	1	6	左	1	17	4	随机	3
3	13	1	1	8	随机	0	17	4	随机	0	16	3	随机	2	19	2	随机	2
3	14	1	4	4	随机	0	10	1	随机	2	1	10	随机	0				
3	15	1	1	10	随机	0	16	3	左	0	16	3	右	2	20	1	随机	3
3	16	1	15	2	随机	0	1	10	随机	0	4	4	左	2	9	1	右	4
3	17	1	1	10	随机	0	17	4	随机	0	16	4	随机	2				
3	18	1	1	10	随机	0	9	2	随机	3	15	2	随机 	0				
3	19	1	1	12	随机	0	4	2	左	0	4	2	右	0	20	1	随机	2
3	20	1	2	7	随机	0	17	6	随机	2	19	2	随机	3	3	2	随机	2
3	21	1	1	8	随机	0	11	1	左	5	10	1	右	4	16	4	随机	4
3	22	1	1	10	随机	0	15	5	随机	0	20	1	左	3	20	1	右	5
3	23	1	4	4	随机	0	17	5	随机	0	2	5	随机	2	3	2	随机	1
3	24	1	1	10	左	0	9	2	随机	0	15	2	随机	2	17	4	随机	2
3	25	1	1	10	随机	0	16	4	随机	0	4	3	随机	1	3	2	随机	1
3	26	1	1	10	随机	0	2	4	随机	0	19	2	随机	2	4	2	随机	1
3	27	1	1	8	随机	0	2	5	随机	0	17	4	随机	2	15	2	随机	1
3	28	1	1	10	随机	0	2	6	随机	0	3	3	随机	2				
3	29	1	2	8	随机	0	17	4	随机	0	4	4	随机	0	16	4	随机	4
3	30	1	2	10	随机	2	16	4	左	0	11	1	随机	2	16	4	右	2
3	31	1	1	10	随机	0	16	4	左	2	9	2	随机	3	19	2	随机	2
3	32	1	3	2	左	1	2	6	右	2	1	9	随机	2	20	1	随机	2
3	33	1	4	6	随机	0	3	2	随机	2	19	2	随机	1	15	3	随机	2
3	34	1	17	4	随机	0	16	4	随机	2	2	8	随机	0	3	4	随机	2
3	35	1	1	10	随机	0	17	4	随机	0	16	2	随机	1	4	4	随机	2
3	36	1	1	8	随机	0	2	6	随机	1	4	5	随机	3	9	1	随机	3
3	37	1	11	1	随机	4	16	4	随机	0	1	9	随机	0	17	5	随机	1
3	38	1	1	5	左	0	1	6	右	2	4	4	随机	1	15	3	随机	1
3	39	1	1	10	随机	0	17	4	随机	0	16	4	随机	1	9	1	随机	1
3	40	1	1	10	随机	0	3	2	随机	0	4	4	随机	1	20	1	随机	3
3	41	1	20	1	左	0	20	1	右	1	20	1	左	3	20	1	右	4
3	42	1	1	10	随机	0	15	3	随机	2	2	5	随机	1	19	2	随机	2
3	43	1	9	2	随机	0	17	5	随机	3	16	4	随机	1	2	8	随机	2
3	44	1	3	2	随机	0	11	1	随机	1	1	10	随机	0	4	6	随机	1
3	45	1	1	8	随机	0	16	4	随机	0	2	6	随机	1	3	2	随机	2
3	46	1	15	3	随机	0	2	7	随机	0	4	4	左	2	20	2	随机	3
3	47	1	1	9	随机	0	17	5	随机	0	16	4	随机	2	4	2	随机	2
3	48	1	1	11	随机	0	9	2	随机	2	15	3	随机 	3	19	2	随机	3
3	49	1	1	10	随机	0	4	2	左	0	4	2	右	0	2	6	随机	2
3	50	1	10	1	左	0	4	6	随机	0	11	1	右	3	3	4	随机	3
4	1	1	1	5	右	0	18	2	随机	1	1	5	左	2				
4	2	1	2	3	随机	0	1	5	右	2	1	5	左	2				
4	3	1	1	4	左	0	1	5	右	2	17	3	随机	1	18	2	随机	3
4	4	1	16	3	随机	0	18	3	随机	2	1	8	随机	0				
4	5	1	1	8	随机	1	17	5	随机	0	9	1	随机	2				
4	6	1	1	5	左	0	1	6	右	1	3	2	随机	3	18	2	随机	2
